#Exponential aproximation (mean) vs Original set
#ExpMe(x), ExpMe(CDF) 
0.001679674872092653,0.1729381787512978
0.001714881969870541,0.1762232797354912
0.001750827031735723,0.1795637773963272
0.001787525525904235,0.1829603195649266
0.00182499324481615,0.1864135493125147
0.00186324631193156,0.1899241042721291
0.001902301188668946,0.1934926159326885
0.001942174681489024,0.1971197089048647
0.001982883949127072,0.2008060001582055
0.002024446509976802,0.2045520982289729
0.002066880249629082,0.2083586023981978
0.002110203428568597,0.2122261018394517
0.002154434690031882,0.2161551747358899
0.002199593068030075,0.2201463873661313
0.002245697995539772,0.2242002931585794
0.002292769312865649,0.2283174317138341
0.002340827276178294,0.2324983277948708
0.002389892566231048,0.2367434902847221
0.00243998629725955,0.2410534111114393
0.002491130026067791,0.2454285641401601
0.002543345761304648,0.2498694040321814
0.002596655972934872,0.2543763650709843
0.002651083601908536,0.2589498599552307
0.002706652070033241,0.2635902785588325
0.002763385290053173,0.2682979866582546
0.002821307675939471,0.2730733246273168
0.002880444153396298,0.2779166060998369
0.002940820170587061,0.2828281166005501
0.003002461709085549,0.2878081121448596
0.00306539529505653,0.2928568178080553
0.00312964801067075,0.2979744262647763
0.003195247505759214,0.3031610962996015
0.003262222009711667,0.3084169512897754
0.003330600343624588,0.3137420776612329
0.00340041193270371,0.3191365233191988
0.003471686818926559,0.3246002960548171
0.003544455673970436,0.3301333619294002
0.003618749812411277,0.3357356436380582
0.003694601205199302,0.3414070188546493
0.003772042493417001,0.3471473185601525
0.003851107002325569,0.3529563253567679
0.003931828755705771,0.3588337717702346
0.004014242490499318,0.364779338543048
0.004098383671757262,0.3707926529214922
0.004184288507901585,0.3768732869395801
0.004271993966306777,0.3830207557032514
0.004361537789208006,0.3892345156783826
0.004452958509942651,0.395513962986396
0.0045462954695324,0.4018584317115151
0.004641588833612782,0.4082671922239246
0.004738879609717651,0.4147394495233717
0.004838209664925958,0.4212743416079805
0.004939621743878316,0.4278709378732989
0.005043159487171359,0.4345282375468869
0.005148867450137497,0.4412451681639652
0.005256791122018419,0.4480205840899512
0.005366976945540477,0.4548532650959336
0.005479472336900281,0.4617419149933994
0.005594325706169377,0.4686851603348025
0.005711586478126435,0.4756815491867703
0.005831305113526219,0.4827295499830331
0.00595353313081437,0.4898275504643609
0.006078323128297224,0.496973856713027
0.0062057288067765,0.5041666922895496
0.006335804992658254,0.5114041974796266
0.006468607661546321,0.5186844286594048
0.006604193962330305,0.5260053577873609
0.006742622241778335,0.5333648720312283
0.006883952069645496,0.5407607735385425
0.007028244264308352,0.5481907793594478
0.007175560918936921,0.5556525215305153
0.00732596542821523,0.563143547328335
0.007479522515621813,0.5706613197016641
0.007636298261282242,0.5782032178908949
