#Exponential aproximation (linear regression) vs Original set
#ExpLr(x), ExpLr(CDF) 
0.0001514189325304352,3.401409376380116e-09
0.0001545927736419478,3.472705234486284e-09
0.0001578331405652116,3.545495452783598e-09
0.000161141427725302,3.619811339561352e-09
0.0001645190587753661,3.695684980264957e-09
0.0001679674872092653,3.773149015451338e-09
0.0001714881969870541,3.852236640788931e-09
0.0001750827031735723,3.932982162169196e-09
0.0001787525525904235,4.015419996505898e-09
0.0001824993244816151,4.099585892980429e-09
0.000186324631193156,4.185515933841089e-09
0.0001902301188668946,4.273247089514598e-09
0.0001942174681489025,4.362817218606097e-09
0.0001982883949127071,4.454264734832236e-09
0.0002024446509976802,4.547629051110391e-09
0.0002066880249629082,4.642950357514053e-09
0.0002110203428568597,4.740269732295133e-09
0.0002154434690031882,4.839628919839356e-09
0.0002199593068030075,4.941070774755474e-09
0.0002245697995539772,5.044638817786051e-09
0.0002292769312865649,5.150377790918981e-09
0.0002340827276178294,5.258333213298272e-09
0.0002389892566231048,5.368551270201749e-09
0.000243998629725955,5.481079701219471e-09
0.0002491130026067791,5.595966801053009e-09
0.0002543345761304648,5.71326197462696e-09
0.0002596655972934873,5.83301562606664e-09
0.0002651083601908536,5.9552796027873e-09
0.0002706652070033241,6.0801061962934e-09
0.0002763385290053172,6.207549252401634e-09
0.0002821307675939471,6.337663505107116e-09
0.0002880444153396298,6.470505131694892e-09
0.000294082017058706,6.606131197628429e-09
0.0003002461709085549,6.74460010063882e-09
0.000306539529505653,6.885971459702489e-09
0.000312964801067075,7.03030589299658e-09
0.0003195247505759214,7.177665795055077e-09
0.0003262222009711667,7.328114448590384e-09
0.0003330600343624589,7.481716579604836e-09
0.000340041193270371,7.638538246368398e-09
0.000347168681892656,7.798647172485573e-09
0.0003544455673970436,7.962111969739283e-09
0.0003618749812411277,8.129003026269288e-09
0.0003694601205199302,8.299392395549887e-09
0.0003772042493417001,8.4733531302561e-09
0.0003851107002325569,8.65096017044209e-09
0.000393182875570577,8.832290010474253e-09
0.0004014242490499318,9.01742069903122e-09
0.0004098383671757261,9.206431839103857e-09
0.0004184288507901585,9.399404699017566e-09
0.0004271993966306776,9.596422434476892e-09
0.0004361537789208006,9.797569866520917e-09
0.0004452958509942651,1.000293337050095e-08
0.0004546295469532399,1.021260154221437e-08
0.0004641588833612782,1.042666442074847e-08
0.0004738879609717651,1.064521415461428e-08
0.0004838209664925957,1.08683448907243e-08
0.0004939621743878316,1.109615266337016e-08
0.0005043159487171359,1.132873528320033e-08
0.0005148867450137498,1.156619311437623e-08
0.0005256791122018419,1.180862818639383e-08
0.0005366976945540476,1.205614486021744e-08
0.0005479472336900282,1.230884960623513e-08
0.0005594325706169377,1.25668512263033e-08
0.0005711586478126435,1.283026085374672e-08
0.0005831305113526219,1.309919162029161e-08
0.000595353313081437,1.337375932219942e-08
0.0006078323128297224,1.365408219822228e-08
0.0006205728806776501,1.394028070755837e-08
0.0006335804992658254,1.423247830700802e-08
0.0006468607661546321,1.453080045177302e-08
0.0006604193962330305,1.483537559465731e-08
0.0006742622241778335,1.51463349640224e-08
0.0006883952069645496,1.546381211969816e-08
0.0007028244264308353,1.578794384116122e-08
0.0007175560918936921,1.611886968344578e-08
0.000732596542821523,1.645673186612129e-08
0.0007479522515621828,1.680167582840397e-08
0.0007636298261282241,1.715385000711223e-08
0.0007796360130405237,1.751340616973351e-08
0.0007959777002314978,1.788049874829056e-08
0.0008126619200091946,1.825528583854208e-08
0.0008296958520834915,1.863792864487124e-08
0.0008470868266557402,1.90285920353972e-08
0.0008648423275731727,1.942744387584128e-08
0.0008829699955494083,1.983465591770539e-08
0.0009014776314524918,2.025040346520512e-08
0.000920373199661823,2.067486537526975e-08
0.000939664831495469,2.110822427958681e-08
0.0009593608287093146,2.155066658460214e-08
0.0009794696670695387,2.200238280458677e-08
0.001,2.246356733959232e-08
0.001020960662306047,2.293441858647327e-08
0.001042360673976401,2.341513916093163e-08
0.001064209244064725,2.390593600853919e-08
0.001086515774652537,2.440702018269292e-08
0.001109289864895223,2.491860751074881e-08
0.001132541315152813,2.544091803891035e-08
0.001156280131207375,2.597417658734003e-08
0.001180516528568806,2.651861241709241e-08
0.001205260936870841,2.707446011829262e-08
0.001230524004359262,2.764195872195785e-08
0.001256316602474122,2.822135247715352e-08
0.00128264983052806,2.881289073997095e-08
0.001309535020482668,2.94168279735274e-08
0.001336983741824945,3.003342419205524e-08
0.001365007806546014,3.066294462783503e-08
0.001393619274224143,3.13056602863071e-08
0.001422830457214352,3.196184761300458e-08
0.001452653925946781,3.263178915968723e-08
0.001483102514336103,3.331577302922994e-08
0.001514189325304352,3.401409365277885e-08
0.001545927736419478,3.472705156770672e-08
0.001578331405652117,3.545495352863526e-08
0.00161141427725302,3.619811284050201e-08
0.001645190587753661,3.695684924753806e-08
0.001679674872092653,3.773148926633496e-08
0.001714881969870541,3.852236629686701e-08
0.001750827031735723,3.932982062249124e-08
0.001787525525904235,4.015419963199207e-08
0.00182499324481615,4.099585826367047e-08
0.00186324631193156,4.185515856125477e-08
0.001902301188668946,4.273247045105677e-08
0.001942174681489024,4.362817129788255e-08
0.001982883949127072,4.454264657116624e-08
0.002024446509976802,4.54762899559924e-08
0.002066880249629082,4.642950313105132e-08
0.002110203428568597,4.74026962127283e-08
0.002154434690031882,4.839628808817054e-08
0.002199593068030075,4.941070630426481e-08
0.002245697995539772,5.04463874007044e-08
0.002292769312865649,5.150377713203369e-08
0.002340827276178294,5.258333035662588e-08
0.002389892566231048,5.368551170281677e-08
0.00243998629725955,5.481079556890478e-08
0.002491130026067791,5.595966612315095e-08
0.002543345761304648,5.713261774786815e-08
0.002596655972934872,5.833015526146568e-08
0.002651083601908536,5.955279391844925e-08
0.002706652070033241,6.080105985351025e-08
0.002763385290053173,6.207549030357029e-08
0.002821307675939471,6.337663360778123e-08
0.002880444153396298,6.470504987365899e-08
0.002940820170587061,6.606131042197205e-08
0.003002461709085549,6.744599923003136e-08
0.00306539529505653,6.885971204351193e-08
0.00312964801067075,7.030305715360896e-08
0.003195247505759214,7.177665573010472e-08
0.003262222009711667,7.328114193239088e-08
0.003330600343624588,7.48171631315131e-08
0.00340041193270371,7.638538035426023e-08
0.003471686818926559,7.798646839418666e-08
0.003544455673970436,7.962111636672375e-08
0.003618749812411277,8.129002770917992e-08
0.003694601205199302,8.299392040278519e-08
0.003772042493417001,8.473352786086963e-08
0.003851107002325569,8.650959870681874e-08
0.003931828755705771,8.832289710714036e-08
0.004014242490499318,9.017420343759852e-08
0.004098383671757262,9.206431439423568e-08
0.004184288507901585,9.399404332643968e-08
0.004271993966306777,9.596422057001064e-08
0.004361537789208006,9.797569411329476e-08
0.004452958509942651,1.000293294861621e-07
0.0045462954695324,1.021260103151178e-07
0.004641588833612782,1.042666389894364e-07
0.004738879609717651,1.064521367721838e-07
0.004838209664925958,1.086834439112394e-07
0.004939621743878316,1.109615207495196e-07
0.005043159487171359,1.132873476139551e-07
0.005148867450137497,1.156619252595803e-07
0.005256791122018419,1.180862756466894e-07
0.005366976945540477,1.205614420518586e-07
0.005479472336900281,1.230884896230577e-07
0.005594325706169377,1.256685057127171e-07
0.005711586478126435,1.283026006548837e-07
0.005831305113526219,1.309919079872657e-07
0.00595353313081437,1.337375848953215e-07
0.006078323128297224,1.365408131004386e-07
0.0062057288067765,1.39402798748911e-07
0.006335804992658254,1.423247735221622e-07
0.006468607661546321,1.453079948587899e-07
