#Exponential aproximation (linear regression) vs Original set
#ExpLr(x), ExpLr(CDF) 
3.851107002325569e-05,4.27302359847781e-05
3.93182875570577e-05,4.362587049433486e-05
4.014242490499326e-05,4.454027726885634e-05
4.098383671757261e-05,4.547384975239765e-05
4.184288507901576e-05,4.642698963419623e-05
4.271993966306776e-05,4.740010702197761e-05
4.361537789208006e-05,4.83936206177038e-05
4.45295850994266e-05,4.940795789809549e-05
4.5462954695324e-05,5.044355529815192e-05
4.641588833612772e-05,5.150085839900065e-05
4.738879609717651e-05,5.258032211996611e-05
4.838209664925957e-05,5.368241091308068e-05
4.939621743878326e-05,5.480759896414611e-05
5.043159487171359e-05,5.595637039590429e-05
5.148867450137487e-05,5.712921947598204e-05
5.256791122018419e-05,5.832665083049804e-05
5.366976945540476e-05,5.954917965989015e-05
5.479472336900293e-05,6.079733196129311e-05
5.594325706169377e-05,6.207164475424687e-05
5.711586478126424e-05,6.337266631195604e-05
5.831305113526218e-05,6.470095639687923e-05
5.95353313081437e-05,6.605708650131437e-05
6.078323128297237e-05,6.744164009342413e-05
6.2057288067765e-05,6.885521286814633e-05
6.335804992658241e-05,7.029841300276729e-05
6.468607661546321e-05,7.177186141915648e-05
6.604193962330305e-05,7.327619205022007e-05
6.742622241778349e-05,7.481205211290476e-05
6.883952069645496e-05,7.638010238597559e-05
7.028244264308338e-05,7.798101749445507e-05
7.175560918936922e-05,7.961548619961345e-05
7.32596542821523e-05,8.128421169506517e-05
7.479522515621829e-05,8.298791190908261e-05
7.636298261282242e-05,8.472731981323811e-05
7.79636013040522e-05,8.650318373748522e-05
7.959777002314978e-05,8.831626769190137e-05
8.126619200091945e-05,9.016735169520285e-05
8.296958520834916e-05,9.205723210992112e-05
8.470868266557403e-05,9.398672198468461e-05
8.648423275731709e-05,9.595665140404996e-05
8.829699955494083e-05,9.796786784488365e-05
9.014776314524917e-05,0.0001000212365408482
9.203731996618231e-05,0.0001021176408544378
9.39664831495469e-05,0.0001042579826563417
9.593608287093147e-05,0.0001064431827133561
9.794696670695385e-05,0.0001086741810841785
0.0001,0.0001109519375228629
0.0001020960662306048,0.0001132774318920449
0.0001042360673976401,0.0001156516645837158
0.0001064209244064725,0.0001180756569488794
0.0001086515774652537,0.0001205504517369782
0.0001109289864895223,0.0001230771135437569
0.0001132541315152813,0.0001256567292683419
0.0001156280131207375,0.0001282904085811998
0.0001180516528568806,0.0001309792843998681
0.0001205260936870841,0.0001337245133766762
0.0001230524004359262,0.0001365272763951264
0.0001256316602474122,0.0001393887790774873
0.000128264983052806,0.0001423102523026021
0.0001309535020482668,0.0001452929527350211
0.0001336983741824945,0.0001483381633644587
0.0001365007806546014,0.0001514471940572415
0.0001393619274224143,0.000154621382118858
0.0001422830457214352,0.0001578620928686103
0.0001452653925946781,0.0001611707202255896
0.0001483102514336103,0.0001645486873078639
0.0001514189325304352,0.0001679974470435441
0.0001545927736419478,0.0001715184827949523
0.0001578331405652116,0.0001751133089954449
0.000161141427725302,0.0001787834717996706
0.0001645190587753661,0.000182530549748039
0.0001679674872092653,0.0001863561544441783
0.0001714881969870541,0.0001902619312471598
0.0001750827031735723,0.0001942495599777105
0.0001787525525904235,0.000198320755639747
0.0001824993244816151,0.0002024772691565646
