#Exponential aproximation (mean) vs Original set
#ExpMe(x), ExpMe(CDF) 
4.184288507901576e-05,0.002456282210960059
4.271993966306776e-05,0.002507702904517073
4.361537789208006e-05,0.002560198675350178
4.45295850994266e-05,0.002613791942105204
4.5462954695324e-05,0.002668505588446668
4.641588833612772e-05,0.002724362972598371
4.738879609717651e-05,0.002781387937075164
4.838209664925957e-05,0.002839604818610009
4.939621743878326e-05,0.002899038458278436
5.043159487171359e-05,0.00295971421182728
5.148867450137487e-05,0.003021657960207813
5.256791122018419e-05,0.003084896120320257
5.366976945540476e-05,0.003149455655971356
5.479472336900293e-05,0.003215364089050765
5.594325706169377e-05,0.003282649510929492
5.711586478126424e-05,0.003351340594083929
5.831305113526218e-05,0.003421466603951484
5.95353313081437e-05,0.003493057411019906
6.078323128297237e-05,0.00356614350315676
6.2057288067765e-05,0.003640755998181588
6.335804992658241e-05,0.003716926656686659
6.468607661546321e-05,0.00379468789511006
6.604193962330305e-05,0.003874072799066042
6.742622241778349e-05,0.003955115136937359
6.883952069645496e-05,0.004037849373733637
7.028244264308338e-05,0.004122310685222286
7.175560918936922e-05,0.004208534972334865
7.32596542821523e-05,0.004296558875854672
7.479522515621829e-05,0.004386419791391871
7.636298261282242e-05,0.004478155884648394
7.79636013040522e-05,0.004571806106980492
7.959777002314978e-05,0.004667410211263268
8.126619200091945e-05,0.004765008768061518
8.296958520834916e-05,0.004864643182113881
8.470868266557403e-05,0.004966355709134396
8.648423275731709e-05,0.005070189472938025
8.829699955494083e-05,0.005176188482894917
9.014776314524917e-05,0.005284397651719508
9.203731996618231e-05,0.005394862813600132
9.39664831495469e-05,0.00550763074267413
9.593608287093147e-05,0.005622749171856456
9.794696670695385e-05,0.005740266812024997
0.0001,0.005860233371569823
0.0001020960662306048,0.005982699576313588
0.0001042360673976401,0.006107717189806294
0.0001064209244064725,0.006235339034003751
0.0001086515774652537,0.006365619010333945
0.0001109289864895223,0.00649861212115721
0.0001132541315152813,0.006634374491628958
0.0001156280131207375,0.006772963391968867
0.0001180516528568806,0.006914437260143402
0.0001205260936870841,0.007058855724970114
0.0001230524004359262,0.007206279629647039
0.0001256316602474122,0.007356771055716305
0.000128264983052806,0.007510393347467836
0.0001309535020482668,0.007667211136789032
0.0001336983741824945,0.007827290368467854
0.0001365007806546014,0.007990698325956003
0.0001393619274224143,0.008157503657598375
0.0001422830457214352,0.008327776403336373
0.0001452653925946781,0.008501588021890494
0.0001483102514336103,0.008679011418430749
0.0001514189325304352,0.008860120972739693
0.0001545927736419478,0.009044992567876942
0.0001578331405652116,0.009233703619349942
0.000161141427725302,0.009426333104799012
0.0001645190587753661,0.009622961594203061
0.0001679674872092653,0.009823671280612678
0.0001714881969870541,0.01002854601141723
0.0001750827031735723,0.01023767132015263
0.0001787525525904235,0.01045113445885637
0.0001824993244816151,0.0106690244309765
0.000186324631193156,0.010891432024841
0.0001902301188668946,0.01111844984769383
0.0001942174681489025,0.01135017236030367
0.0001982883949127071,0.01158669591215278
0.0002024446509976802,0.01182811877721024
0.0002066880249629082,0.01207454119029805
0.0002110203428568597,0.0123260653840529
0.0002154434690031882,0.01258279562649245
0.0002199593068030075,0.01284483825918981
0.0002245697995539772,0.0131123017360617
0.0002292769312865649,0.01338529666277666
0.0002340827276178294,0.01366393583678782
0.0002389892566231048,0.01394833428799414
0.000243998629725955,0.01423860932003607
0.0002491130026067791,0.01453488055222996
0.0002543345761304648,0.01483726996214385
0.0002596655972934873,0.01514590192882059
0.0002651083601908536,0.0154609032766494
0.0002706652070033241,0.01578240331989189
0.0002763385290053172,0.0161105339078621
0.0002821307675939471,0.01644542947076666
0.0002880444153396298,0.01678722706620361
0.000294082017058706,0.01713606642632415
0.0003002461709085549,0.01749209000565766
0.000306539529505653,0.0178554430295994
0.000312964801067075,0.01822627354356421
0.0003195247505759214,0.0186047324628027
0.0003262222009711667,0.01899097362288049
0.0003330600343624589,0.01938515383082007
0.000340041193270371,0.01978743291690055
0.000347168681892656,0.0201979737871153
0.0003544455673970436,0.02061694247628199
0.0003618749812411277,0.02104450820180226
0.0003694601205199302,0.02148084341806467
0.0003772042493417001,0.0219261238714864
0.0003851107002325569,0.02238052865618589
0.000393182875570577,0.02284424027028009
0.0004014242490499318,0.02331744467279595
0.0004098383671757261,0.02380033134118886
0.0004184288507901585,0.02429309332945473
0.0004271993966306776,0.02479592732682712
0.0004361537789208006,0.02530903371704296
0.0004452958509942651,0.02583261663816583
0.0004546295469532399,0.02636688404294973
0.0004641588833612782,0.026912047759726
0.0004738879609717651,0.02746832355379758
0.0004838209664925957,0.02803593118931791
0.0004939621743878316,0.02861509449163568
0.0005043159487171359,0.02920604141008143
0.0005148867450137498,0.02980900408117082
0.0005256791122018419,0.03042421889220026
0.0005366976945540476,0.03105192654520506
0.0005479472336900282,0.03169237212124965
0.0005594325706169377,0.03234580514502028
0.0005711586478126435,0.03301247964968201
0.0005831305113526219,0.03369265424196799
0.000595353313081437,0.03438659216745876
0.0006078323128297224,0.03509456137601152
0.0006205728806776501,0.03581683458729767
0.0006335804992658254,0.0365536893563988
0.0006468607661546321,0.0373054081394153
0.0006604193962330305,0.03807227835903493
0.0006742622241778335,0.03885459247000567
0.0006883952069645496,0.03965264802445667
0.0007028244264308353,0.04046674773700554
0.0007175560918936921,0.04129719954958821
0.000732596542821523,0.04214431669594332
0.0007479522515621828,0.04300841776568032
0.0007636298261282241,0.04388982676785691
0.0007796360130405237,0.0447888731939865
0.0007959777002314978,0.04570589208039233
0.0008126619200091946,0.04664122406982418
0.0008296958520834915,0.04759521547224321
0.0008470868266557402,0.04856821832468183
0.0008648423275731727,0.04956059045007832
0.0008829699955494083,0.05057269551497989
0.0009014776314524918,0.05160490308600685
0.000920373199661823,0.05265758868496018
0.000939664831495469,0.05373113384245509
0.0009593608287093146,0.0548259261499543
0.0009794696670695387,0.05594235931006841
0.001,0.0570808331849888
0.001020960662306047,0.05824175384290775
0.001042360673976401,0.05942553360227898
0.001064209244064725,0.06063259107376207
0.001086515774652537,0.06186335119968689
0.001109289864895223,0.06311824529087373
0.001132541315152813,0.06439771106062797
0.001156280131207375,0.06570219265572963
0.001180516528568806,0.06703214068422847
0.001205260936870841,0.06838801223984103
0.001230524004359262,0.06977027092275168
0.001256316602474122,0.07117938685659653
0.00128264983052806,0.07261583670141325
0.001309535020482668,0.07408010366232431
0.001336983741824945,0.07557267749371321
0.001365007806546014,0.07709405449865026
0.001393619274224143,0.07864473752330403
0.001422830457214352,0.08022523594607933
0.001452653925946781,0.08183606566120094
0.001483102514336103,0.08347774905645933
0.001514189325304352,0.08515081498482469
0.001545927736419478,0.0868557987296199
0.001578331405652117,0.08859324196294149
0.00161141427725302,0.09036369269700018
0.001645190587753661,0.09216770522804363
0.001679674872092653,0.09400584007251711
0.001714881969870541,0.0958786638951008
0.001750827031735723,0.09778674942825694
0.001787525525904235,0.09973067538290581
0.00182499324481615,0.101711026349838
0.00186324631193156,0.1037283926914627
0.001902301188668946,0.1057833704234752
0.001942174681489024,0.1078765610860192
0.001982883949127072,0.1100085716039083
0.002024446509976802,0.1121800141354546
0.002066880249629082,0.114391505909449
0.002110203428568597,0.116643669049816
0.002154434690031882,0.1189371303874678
0.002199593068030075,0.121272521258857
0.002245697995539772,0.1236504772907258
0.002292769312865649,0.1260716381705378
0.002340827276178294,0.1285366474020615
0.002389892566231048,0.1310461520455725
0.00243998629725955,0.1336008024421271
0.002491130026067791,0.1362012519213475
0.002543345761304648,0.1388481564921566
0.002596655972934872,0.1415421745158885
0.002651083601908536,0.1442839663611849
0.002706652070033241,0.147074194040098
0.002763385290053173,0.1499135208247919
0.002821307675939471,0.1528026108442461
0.002880444153396298,0.1557421286603508
0.002940820170587061,0.1587327388227767
0.003002461709085549,0.1617751054020108
0.00306539529505653,0.1648698914999281
0.00312964801067075,0.1680177587372906
0.003195247505759214,0.1712193667175462
0.003262222009711667,0.1744753724663086
0.003330600343624588,0.1777864298459104
0.00340041193270371,0.1811531889444072
0.003471686818926559,0.1845762954384392
0.003544455673970436,0.1880563899293489
0.003618749812411277,0.1915941072519668
0.003694601205199302,0.1951900757555004
0.003772042493417001,0.1988449165559573
0.003851107002325569,0.2025592427595707
0.003931828755705771,0.2063336586567017
0.004014242490499318,0.2101687588857167
0.004098383671757262,0.2140651275663752
0.004184288507901585,0.2180233374022733
0.004271993966306777,0.2220439487519388
0.004361537789208006,0.2261275086681979
0.004452958509942651,0.2302745499054705
0.0045462954695324,0.2344855898947097
0.004641588833612782,0.2387611296857256
0.004738879609717651,0.243101652856704
0.004838209664925958,0.2475076243907796
0.004939621743878316,0.2519794895195717
0.005043159487171359,0.2565176725336843
0.005148867450137497,0.2611225755602055
0.005256791122018419,0.2657945773073513
0.005366976945540477,0.2705340317764575
0.005479472336900281,0.2753412669416131
0.005594325706169377,0.2802165833973367
0.005711586478126435,0.285160252974768
0.005831305113526219,0.2901725173269815
0.00595353313081437,0.2952535864841189
0.006078323128297224,0.3004036373791591
0.0062057288067765,0.3056228123452812
0.006335804992658254,0.3109112175858861
0.006468607661546321,0.3162689216185015
0.006604193962330305,0.3216959536939292
0.006742622241778335,0.3271923021921412
0.006883952069645496,0.3327579129966131
0.007028244264308352,0.3383926878489176
0.007175560918936921,0.3440964826856119
0.00732596542821523,0.3498691059596053
0.007479522515621813,0.3557103169483951
0.007636298261282242,0.3616198240517642
0.007796360130405237,0.3675972830817139
0.007959777002314978,0.3736422955476426
0.008126619200091946,0.3797544069399814
0.008296958520834915,0.3859331050157213
0.008470868266557402,0.3921778180895102
0.008648423275731726,0.3984879133342213
0.008829699955494083,0.4048626950951311
0.009014776314524917,0.4113014032221147
0.00920373199661823,0.4178032114244821
0.009396648314954691,0.4243672256533619
0.009593608287093146,0.4309924825167821
0.009794696670695385,0.4376779477328451
0.01,0.4444225146266824
0.01020960662306048,0.4512250026770953
0.01042360673976401,0.4580841561190796
0.01064209244064725,0.4649986426086675
0.01086515774652537,0.4719670519567675
0.01109289864895223,0.4789878949389549
0.01132541315152813,0.4860596021883667
0.01156280131207375,0.4931805231791202
0.01180516528568806,0.5003489253078748
0.01205260936870841,0.507562993081361
0.01230524004359262,0.5148208274179193
0.01256316602474121,0.5221204450712302
0.0128264983052806,0.5294597781846131
0.01309535020482668,0.5368366739843857
0.01336983741824945,0.5442488946208852
0.01365007806546014,0.5516941171658697
0.01393619274224144,0.5591699337750315
